beneficiary_id,age,annual_income,family_size,land_holding_ac,scheme_amount,claims_per_year,distance_km,bank_txn_count,duplicate_aadhaar,ghost_beneficiary,is_fraud,scheme_type,state,scheme_type_enc,state_enc,income_per_member,claim_to_income,suspicious_score,anomaly_score,anomaly_label
6034,44,105866.54547791019,4,2.2228892483841194,11717.262947098841,1,0.5,18,0,0,0,Scholarship,UP,4,6,21173.309095582037,0.11067851714332708,0,1,0
583,40,219895.74119434966,6,1.550491666027235,10445.245461084045,1,11.631486153914071,26,0,0,0,PMAY,Tamil Nadu,2,5,31413.67731347852,0.04750068329503939,0,1,0
7052,24,129359.44892927175,7,3.669221521535812,4850.365509596438,3,4.780096903122494,4,0,0,0,MGNREGS,Gujarat,0,1,16169.931116158969,0.03749496503562995,0,1,0
8159,58,219470.4003893406,3,2.2038171650381977,11330.879726828502,3,1.6465530660022731,2,0,0,0,Ration Card,Bihar,3,0,54867.60009733515,0.05162804678298679,0,1,0
2250,71,142100.495938047,5,2.927469994468688,10899.98642530398,3,2.3978919486390367,14,0,0,0,PM-KISAN,UP,1,6,23683.4159896745,0.0767056416496567,0,1,0
4641,66,231736.76472318196,3,0.45607824040100825,7635.308461901006,3,6.029627795660564,20,0,0,0,MGNREGS,MP,0,2,57934.19118079549,0.03294805432779427,0,1,0
4948,33,192177.23605691793,5,5.505067193157104,8205.892167962993,1,0.9029059441587399,23,0,0,0,Scholarship,Tamil Nadu,4,5,32029.539342819655,0.04269938332420031,0,1,0
1964,58,174380.53431402895,7,1.0000046292058857,11281.82957326445,3,17.133893515835762,2,0,0,0,Scholarship,MP,4,2,21797.56678925362,0.06469623987221007,0,1,0
8244,62,264425.71442488674,3,0.1481677845204533,11382.273084642413,3,63.606590698047015,22,0,0,0,PMAY,UP,2,6,66106.42860622169,0.04304509515764403,0,1,0
6591,21,172614.42770315165,5,0.629042284859475,10117.487445065533,2,9.687514681481938,27,0,0,0,MGNREGS,Bihar,0,0,28769.071283858608,0.05861288055007847,0,1,0
322,65,221247.91738616914,4,2.076371380410109,9019.856602247171,1,20.819046058848897,18,0,0,0,PMAY,MP,2,2,44249.58347723383,0.04076791294080712,0,1,0
2679,42,103216.90290188197,5,0.4362440138801115,9521.613798627406,2,26.79653944597571,26,0,0,0,MGNREGS,Maharashtra,0,3,17202.817150313662,0.09224769667795488,0,1,0
4626,74,157443.42184006464,6,0.008592634771012186,12727.74541253816,2,2.981552073907528,7,0,0,0,Scholarship,MP,4,2,22491.917405723518,0.08083960843952459,0,1,0
4950,52,250320.64448283045,7,0.6298479439947794,9546.823125277211,1,10.43179953794538,21,0,0,0,PMAY,Tamil Nadu,2,5,31290.080560353807,0.03813822470286635,0,1,0
8329,44,198650.69830629142,7,1.4155373137560843,10227.700298997535,3,30.01408736704429,2,0,0,0,Ration Card,MP,3,2,24831.337288286428,0.05148559204979934,0,1,0
3338,25,194825.11122597766,2,0.5955025322540013,9647.673282572996,1,2.7105109223046866,26,0,0,0,Scholarship,Maharashtra,4,3,64941.703741992555,0.04951940590438987,0,1,0
5590,73,204794.0448470801,5,3.4425946246650954,12816.179331218436,2,26.91684826298365,22,0,0,0,MGNREGS,Bihar,0,0,34132.34080784668,0.06258051478144035,0,1,0
252,54,205209.19763917718,3,0.5296744815796225,10772.016625376058,1,10.397035053030402,19,0,0,0,Scholarship,Maharashtra,4,3,51302.299409794294,0.05249259904869146,0,1,0
3974,50,201738.90006964857,1,2.794814491332109,12285.373146208225,3,10.113532696193632,4,0,0,0,PMAY,Rajasthan,2,4,100869.45003482429,0.06089709146265478,0,1,0
6631,64,162880.99577022233,7,2.598299517585119,11715.38571108082,2,7.318814869828426,3,0,0,0,PM-KISAN,Gujarat,1,1,20360.12447127779,0.07192560267746054,0,1,0
5548,67,167637.2600774356,5,2.0055390431898648,10230.01823364762,1,29.607231216819066,2,0,0,0,PM-KISAN,Maharashtra,1,3,27939.54334623927,0.06102436418107752,0,1,0
36,45,263815.8563613381,2,2.909001563790158,12370.675532279722,1,8.862440312970131,12,0,0,0,Ration Card,UP,3,6,87938.6187871127,0.046891149045215526,0,1,0
8363,22,74841.1790320427,6,0.7161714596208006,17562.220601866105,2,5.772290870727603,25,0,0,0,MGNREGS,Bihar,0,0,10691.597004577528,0.23465672471063506,0,1,0
1514,47,83642.56514907652,7,1.395778769806512,15078.694053785312,3,1.554575340212803,18,0,0,0,Ration Card,Rajasthan,3,4,10455.320643634564,0.18027321081915637,0,1,0
40,68,139433.35588463227,6,1.5269522108258118,11997.76555483045,3,9.286727874747134,12,0,0,0,MGNREGS,Maharashtra,0,3,19919.050840661752,0.0860459782577357,0,1,0
4820,68,277143.24185579066,2,3.767005730532169,13047.158493721177,1,6.423725145221953,5,0,0,0,PM-KISAN,Gujarat,1,1,92381.08061859688,0.047077140792663986,0,1,0
3466,65,192143.42743854804,7,0.9769083485733826,13891.621780010104,2,65.20416378304499,10,0,0,0,Scholarship,Gujarat,4,1,24017.928429818505,0.0722978124590834,0,1,0
1761,36,227790.8976475704,3,0.5748927686864557,8089.615328311729,2,26.860730701797355,8,0,0,0,Scholarship,Rajasthan,4,4,56947.7244118926,0.03551318291762785,0,1,0
2305,37,271699.72530587995,2,1.5387250509552135,8794.184309212143,3,17.8093787482458,16,0,0,0,PMAY,Tamil Nadu,2,5,90566.57510195998,0.03236717273872447,0,1,0
3724,19,186095.12149038244,3,0.7290325065506796,8563.387124827088,3,1.0859776745277243,28,0,0,0,PMAY,Bihar,2,0,46523.78037259561,0.0460159355081973,0,1,0
8285,71,144819.29734444513,6,4.695528648976941,11255.483837245782,2,53.01355706200379,22,0,0,0,MGNREGS,Bihar,0,0,20688.471049206448,0.07772034751783023,0,1,0
4994,37,203021.94325264957,2,2.5144629199833894,13495.362619885207,2,62.52728991217349,2,0,0,0,PM-KISAN,MP,1,2,67673.98108421652,0.06647210607665685,0,1,0
8128,72,169051.71116978966,3,2.1586731511377635,16907.451081789866,2,5.755833354769223,2,0,0,0,Scholarship,MP,4,2,42262.927792447415,0.10001289517805313,0,1,0
3033,48,99361.86109379302,6,1.4112615437743743,13310.519307911027,2,8.990608413837132,19,0,0,0,MGNREGS,Tamil Nadu,0,5,14194.551584827574,0.1339586960498917,0,1,0
7939,40,117242.5509665648,3,1.07996009139717,12188.183818533089,2,3.6452969143241205,2,0,0,0,MGNREGS,UP,0,6,29310.6377416412,0.10395611287830137,0,1,0
3040,19,136957.75830777345,6,0.6479939350360976,15073.022229328191,3,13.995732635051496,23,0,0,0,MGNREGS,Tamil Nadu,0,5,19565.394043967633,0.11005519044978582,0,1,0
2546,72,201797.23658063932,2,2.139849656078472,7712.567188472338,1,17.297170884134452,22,1,0,0,MGNREGS,Rajasthan,0,4,67265.74552687978,0.0382192001236362,1,1,0
2593,21,235878.3809993263,6,1.2017930336528888,9125.22467393119,1,3.427763182365789,16,0,0,0,MGNREGS,Gujarat,0,1,33696.911571332326,0.038685978550864746,0,1,0
1189,28,303170.4967847923,5,0.9793866917959044,16490.267887247075,2,3.9679310144249684,7,0,0,0,MGNREGS,MP,0,2,50528.416130798716,0.054392540400830525,0,1,0
7967,48,160431.35020823285,7,0.9259861602232645,11855.790843132076,2,9.846284914208235,17,0,0,0,MGNREGS,Bihar,0,0,20053.918776029106,0.07389900370931346,0,1,0
6078,27,246391.49550113495,4,1.503576496107662,11861.01869644204,3,33.23594318404499,28,0,0,0,Ration Card,Tamil Nadu,3,5,49278.29910022699,0.0481387173433105,0,1,0
108,46,227616.5212221727,7,0.3264041940858224,14633.6773955079,3,13.342516376740246,25,0,0,0,PMAY,Gujarat,2,1,28452.06515277159,0.06429064562751421,0,1,0
1316,50,132273.72314178207,3,0.43069432325599954,11288.113026678455,3,29.104970897504856,26,0,0,0,Ration Card,Rajasthan,3,4,33068.43078544552,0.08533839843746262,0,1,0
8188,59,269677.89390301635,2,1.5923014594787035,13931.554084286094,2,3.592276420835997,15,1,0,0,MGNREGS,Maharashtra,0,3,89892.63130100544,0.05165978650630423,1,1,0
2754,59,50000.0,1,2.784532775417235,13164.304570802806,1,22.64853250292361,21,0,0,0,PMAY,Rajasthan,2,4,25000.0,0.2632808257995401,0,1,0
6232,24,71210.28323412979,3,0.9297608827948218,14629.696642115168,3,1.552381697085851,20,0,0,0,PM-KISAN,UP,1,6,17802.570808532448,0.20544071076510975,0,1,0
2877,74,167955.56065744988,6,2.0967315943788685,14001.124221657408,1,6.5888880467075905,16,0,0,0,PM-KISAN,Maharashtra,1,3,23993.65152249284,0.08336157972544417,0,1,0
5324,68,230445.62265732224,5,0.7948597459384454,7766.05062685559,1,6.928597448586533,24,0,0,0,MGNREGS,Rajasthan,0,4,38407.60377622037,0.03369999758427282,0,1,0
800,61,146746.22741114037,5,1.8608366535252652,15091.9227966451,1,46.28447721880476,22,0,0,0,MGNREGS,Bihar,0,0,24457.704568523393,0.10284298424502561,0,1,0
3571,23,204028.92805260696,4,0.570288487371092,15754.279813695033,2,6.561697185134118,17,0,0,0,Scholarship,Bihar,4,0,40805.785610521394,0.07721553383890307,0,1,0
2895,40,174447.0088746275,1,3.0075143874686354,13865.00118809411,3,7.540758105962242,8,0,0,0,PM-KISAN,UP,1,6,87223.50443731375,0.07947927452733854,0,1,0
2928,62,208130.73249999742,2,0.6354740614551423,12474.394533012353,3,5.166364844386017,29,0,0,0,PMAY,MP,2,2,69376.91083333247,0.05993509198801537,0,1,0
8179,71,202923.18214557233,1,4.600934701845632,13707.752952588053,2,44.727168578312956,16,0,0,0,PMAY,Maharashtra,2,3,101461.59107278616,0.06755110607150054,0,1,0
972,47,199868.79055126206,4,1.678892054282973,10221.574291707697,2,21.824533868741465,29,0,0,0,Scholarship,Rajasthan,4,4,39973.75811025241,0.0511411667742059,0,1,0
6688,67,296016.78457035194,2,4.607991489121496,14173.493161689783,2,20.548622473814362,20,0,0,0,PM-KISAN,UP,1,6,98672.26152345065,0.04788054603631862,0,1,0
8576,40,237115.97842553124,5,0.40981009569382454,9817.18570932552,2,11.087641627020371,2,0,0,0,Ration Card,Gujarat,3,1,39519.32973758854,0.041402289176051967,0,1,0
2021,58,165507.24004143703,6,3.2007178871813977,15323.995040423859,3,0.5734709329852825,17,0,0,0,Ration Card,Bihar,3,0,23643.891434491004,0.0925875052298744,0,1,0
953,74,69299.51961399011,6,1.9208315965578457,10338.408815443456,2,15.750958510783855,23,0,0,0,Ration Card,Rajasthan,3,4,9899.931373427158,0.14918226981600263,0,1,0
5360,50,243434.43598722632,2,4.231766040197039,7423.631774375284,2,59.51818592071093,29,0,0,0,MGNREGS,Bihar,0,0,81144.8119957421,0.030495279967230494,0,1,0
3858,32,219605.72763182275,4,6.11524081426244,12880.996877967471,1,2.8332273697505745,12,0,0,0,MGNREGS,Tamil Nadu,0,5,43921.14552636455,0.058654837294251055,0,1,0
5862,59,266221.55388808437,5,2.388494097250969,10610.180312711225,2,7.612965074934444,5,0,0,0,Scholarship,Rajasthan,4,4,44370.2589813474,0.0398545508551149,0,1,0
3146,46,210548.445736242,6,0.10359529158085917,13880.10865433407,3,14.67033774573578,12,0,0,0,Ration Card,Maharashtra,3,3,30078.34939089171,0.06592327329952632,0,1,0
3306,38,256153.97441521363,2,2.337093943104129,8260.634673236871,1,1.262181182097613,27,0,0,0,Scholarship,Bihar,4,0,85384.65813840454,0.032248581906696924,0,1,0
3007,51,107150.47469792032,2,5.405202382618305,11332.311202024255,1,34.56144367655988,2,0,0,0,PM-KISAN,UP,1,6,35716.824899306775,0.1057597315759967,0,1,0
7771,74,157889.78004347772,6,2.0852738097370582,11778.75885973763,2,21.21754586112802,9,0,0,0,PMAY,Gujarat,2,1,22555.68286335396,0.07460067558405983,0,1,0
7439,59,149972.07629283617,6,2.14424460767019,13157.151976135046,2,35.96884435360744,8,0,0,0,PMAY,UP,2,6,21424.582327548025,0.08773009330317731,0,1,0
7943,74,82274.53626366371,6,0.7304591562336714,9692.065800764114,2,14.771155562448733,20,0,0,0,PM-KISAN,Tamil Nadu,1,5,11753.505180523387,0.11780009272385054,0,1,0
1057,74,248620.54436428956,5,1.735308082697588,14563.218672251409,2,6.642638319285603,2,0,0,0,MGNREGS,MP,0,2,41436.75739404826,0.05857585153969134,0,1,0
3155,51,240232.52653694947,2,1.1111129645002251,13209.099229828335,3,19.08537280197639,26,0,0,0,MGNREGS,Tamil Nadu,0,5,80077.50884564982,0.05498441212699215,0,1,0
3788,67,156134.28651918893,3,1.8218864907340928,13573.067295205701,1,4.921506551646082,7,0,0,0,Ration Card,Rajasthan,3,4,39033.57162979723,0.08693145283041179,0,1,0
7826,37,290661.2128005222,4,9.710605301141026,9276.492824330457,3,6.259523743766615,6,0,0,0,PM-KISAN,Rajasthan,1,4,58132.242560104445,0.03191502856512276,0,1,0
7540,34,78138.10858926979,6,0.03454572095216705,14197.87082437184,3,7.944353947835388,26,0,0,0,Ration Card,Rajasthan,3,4,11162.586941324256,0.18169993337141188,0,1,0
7232,44,238106.48450085567,6,1.3423356382180278,14296.323492743682,1,47.68142757225797,28,0,0,0,PMAY,MP,2,2,34015.21207155081,0.060041470442279636,0,1,0
765,21,167770.6124927656,7,6.535637706605246,9978.377112350076,3,32.5074735020842,16,0,0,0,Scholarship,Gujarat,4,1,20971.3265615957,0.059475956415334263,0,1,0
5020,54,155141.73650185036,4,0.38919482447819614,12898.672581868772,2,7.658044455824106,23,0,0,0,Scholarship,Tamil Nadu,4,5,31028.34730037007,0.08314067981980537,0,1,0
4904,28,78804.24241759299,6,1.9079039891474034,10017.383115813009,2,12.129712440839691,25,0,0,0,Ration Card,UP,3,6,11257.748916798999,0.12711569444492518,0,1,0
8094,65,89151.49088611046,6,0.41764668502568675,15980.32783174239,3,11.668051620878366,21,0,0,0,PMAY,Maharashtra,2,3,12735.927269444352,0.17924712672534032,0,1,0
6844,45,184087.23881092796,3,4.327339456908982,16618.384299317167,1,52.404620707882884,12,0,0,0,Scholarship,UP,4,6,46021.80970273199,0.09027401428064864,0,1,0
2166,51,141681.14164542285,1,0.4048515233817163,8541.9667100587,1,24.815092816814797,3,0,0,0,Ration Card,MP,3,2,70840.57082271142,0.06028964985182135,0,1,0
1863,61,269608.4528083803,2,2.0239030037963364,13509.90037567059,1,1.9943643072024952,13,0,0,0,PMAY,Maharashtra,2,3,89869.4842694601,0.05010914949362881,0,1,0
7851,35,227560.0704128264,4,3.8976463286094165,11365.756993567764,3,22.51871754931119,29,1,0,0,Ration Card,MP,3,2,45512.01408256528,0.04994596383708668,1,1,0
2341,36,170749.85769791482,7,1.5635738430305557,10574.60675051793,2,3.4413681946449186,9,0,0,0,PM-KISAN,Gujarat,1,1,21343.732212239353,0.061930035919503704,0,1,0
5528,37,217274.0113653574,3,1.88432494160333,10955.556051828122,2,18.15326689075223,18,0,0,0,MGNREGS,Rajasthan,0,4,54318.50284133935,0.05042253125650918,0,1,0
6744,74,185787.93856856241,7,1.4730159671294425,12052.227715057812,3,23.389970375154963,11,0,0,0,Ration Card,Rajasthan,3,4,23223.492321070302,0.06487053431660643,0,1,0
4004,68,210612.60889478464,3,2.768620814371224,13736.498422777275,3,0.5,9,0,0,0,Ration Card,MP,3,2,52653.15222369616,0.06522132399164937,0,1,0
